company,project,description ,amount ,vat ,total ,group ,date ,supplier ,invoiceId ,excelRecId ,remark ,published ,year 
יזמות,,פוינטר - 20-05,33,6,39,67,2020-05-20T21:00:00.000Z,פוניטר/קוברה,98490,16152,,TRUE,2020
ביצועים,"קיוסק ת""א",נגב - אריחים השלמות,238,40,278,67,2020-05-26T21:00:00.000Z,נגב,4703,653,אשראי,TRUE,2020
יזמות,,קורס חד יומי- שיווק 1,49,8,57,67,2020-05-26T21:00:00.000Z,,204,16155,אשראי,TRUE,2020
יזמות,,קורס חד יומי- שיווק 2,49,8,57,67,2020-05-26T21:00:00.000Z,,205,16158,אשראי,TRUE,2020
ביצועים,"קיוסק ת""א",רואה חשבון 05 2020,1500,255,1755,67,2020-05-30T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
יזמות,,מודד - עדכון מדידה ראשון לציון,1000,170,1170,67,2020-05-31T21:00:00.000Z,עומר מודד,2058,16163,העברה בנקאית - 11.06.20,TRUE,2020
יזמות,גדות שעריה,"מודד - מדידה למבאת פ""ת",2500,425,2925,67,2020-05-31T21:00:00.000Z,עומר מודד,2059,16165,העברה בנקאית - 11.06.20,TRUE,2020
ביצועים,"קיוסק ת""א",שרלי - חומרי בניין - 3,4272,726,4998,67,2020-06-01T21:00:00.000Z,שרלי - חומרי בנין,100307,750,,FALSE,2020
יזמות,"קיוסק ת""א",שרלי - ברזל לרצפה עירוני ט,2600,,2600,67,2020-06-06T21:00:00.000Z,שרלי - חומרי בנין,8048,16150,"אשראי - שולם ע""י אשראי של גדות ביצועים",FALSE,2020
יזמות,,פרחים סנטטים לבית 6,94,16,110,67,2020-06-09T21:00:00.000Z,,4676,16174,אשראי,TRUE,2020
יזמות,,ספרינטגרף - נפתלי רונן,63,11,74,67,2020-06-09T21:00:00.000Z,,322039,16175,שולם באשראי הפרטי,TRUE,2020
ביצועים,,גואטה - מסמר מגולוון,8,,8,67,2020-06-09T21:00:00.000Z,,100772,659,,TRUE,2020
יזמות,,סוללה לטלפון,256,44,300,67,2020-06-10T21:00:00.000Z,,8644,17221,מזומן,TRUE,2020
יזמות,,אוטו רונון - שטיפה,90,,90,67,2020-06-10T21:00:00.000Z,,7251,16180,,TRUE,2020
יזמות,גדות מתן,"אלומיניום בית 5-6 גמ""ח",100000,17000,117000,67,2020-06-14T21:00:00.000Z,אלומיניום ניזאר,10635,16185,"שולם 100,000 ש""ח בהעברה בנקאית 30.06.20",TRUE,2020
יזמות,גדות מתן,ועד מתן - עבור פח אשפה בית 6,230,,230,67,2020-06-14T21:00:00.000Z,שונות,38,16202,מזומן - לאריאל,TRUE,2020
ביצועים,גדות מתן,אחים אלבנא - עבודות תיקונים בית 6,4000,680,4680,67,2020-06-15T21:00:00.000Z,שונות,105,662,שולם בשיק ביצועים 10130,TRUE,2020
ביצועים,גדות מתן,אלום ברק פרגולה בית 6 מקדמה,100,,100,67,2020-06-15T21:00:00.000Z,שונות,369,667,מזומן,TRUE,2020
ביצועים,"קיוסק ת""א",בדק בית,455,,455,67,2020-06-15T21:00:00.000Z,קיוסק תא,341678,670,אשראי,TRUE,2020
ביצועים,,מרסס הדברה,35,6,41,67,2020-06-15T21:00:00.000Z,,39284,673,,TRUE,2020
ביצועים,"קיוסק ת""א",נמרוד - דוד חשמל עירוני ט,737,125,862,67,2020-06-17T21:00:00.000Z,קיוסק תא,5302,680,,TRUE,2020
ביצועים,"קיוסק ת""א",אינסטלציה - חלקים לגמל,3240,,3240,67,2020-06-18T21:00:00.000Z,קיוסק תא,12087,685,אשראי,TRUE,2020
ביצועים,"קיוסק ת""א",אינסטלציה חומרים עירוני ט,95,16,111,67,2020-06-18T21:00:00.000Z,קיוסק תא,202486,686,,TRUE,2020
ביצועים,,נייר צילום,36,,36,67,2020-06-18T21:00:00.000Z,,217595,689,,TRUE,2020
יזמות,גדות מתן,מקלחון שקד,683,,683,67,2020-06-21T21:00:00.000Z,פרפקט ליין,5567348,16186,,TRUE,2020
ביצועים,,ננו ציפי למלחונים,243,41,284,67,2020-06-21T21:00:00.000Z,,4470,692,,TRUE,2020
ביצועים,גדות מתן,ארונות קיר משפחת ירום,20513,3487,24000,67,2020-06-22T21:00:00.000Z,ארונות סליידור,11588,695,שולם מקדמה 4000 07.05 והשאר באשראי בתאריך 8.6.20 קבלה 22237,TRUE,2020
יזמות,גדות מתן,משה אבו - התקנה מקלחון שקד,300,,300,67,2020-06-22T21:00:00.000Z,שונות,556,16189,העברה 12.07.20,TRUE,2020
ביצועים,,נמרוד - מעברבל טמפרטורה,81,14,95,67,2020-06-22T21:00:00.000Z,,5442,707,,TRUE,2020
ביצועים,,בדק בית - רולל + מברשת,49,,49,67,2020-06-22T21:00:00.000Z,,341749,710,,TRUE,2020
ביצועים,"קיוסק ת""א",שרון התקנת מזגן עירונינ ט,2000,,2000,67,2020-06-27T21:00:00.000Z,מזגנים - שרון,1669,713,שולם בשיק 10133 28.06.20,TRUE,2020
ביצועים,"קיוסק ת""א",קניית מזגן לעירוני ט,3750,,3750,67,2020-06-27T21:00:00.000Z,קיוסק תא,205003772,718,חסרה חשבונית,TRUE,2020
ביצועים,"קיוסק ת""א",גידור עירוני ט 3,1980,337,2317,67,2020-06-28T21:00:00.000Z,גידור זמני א.ס.,5314,723,"שולם 6,618 עבור חש 5155, 5239, 5314",TRUE,2020
ביצועים,,מזגן - בית המקינים,6750,,6750,67,2020-06-28T21:00:00.000Z,,205003830,726,,TRUE,2020
ביצועים,,שרון התקנת מזגן,4095,,4095,67,2020-06-28T21:00:00.000Z,מזגנים - שרון,1670,731,שיק מס' 10135,TRUE,2020
ביצועים,,T לפרקט,51,9,60,67,2020-06-29T21:00:00.000Z,,9590,736,,TRUE,2020
ביצועים,,גבס להנמכת מזגן,250,,250,67,2020-06-29T21:00:00.000Z,,18667,739,,TRUE,2020
יזמות,גדות מתן,אחים אלבנא - עבודות תיקונים בית 6,7909,,7909,67,2020-06-30T21:00:00.000Z,שונות,109,16252,שולם בשיק יזמות 10533,TRUE,2020
ביצועים,,גריל למזגן,513,87,600,67,2020-06-30T21:00:00.000Z,,26908,796,אשראי,TRUE,2020
יזמות,גדות מתן,תשלום היטל ביוב - מתן,75348,,75348,67,2020-07-01T21:00:00.000Z,היתרי בניה,1750568,16258,אשראי 6 תשלומים,TRUE,2020
ביצועים,,שימשיה - לעבודה בשמש - עירוני ט,2479,421,2900,67,2020-07-04T21:00:00.000Z,,117609,803,כרטיס אשראי,TRUE,2020
ביצועים,"קיוסק ת""א",חומר אינסטלציה - מנצור כיבוי אש,3920,,3920,66,2020-05-18T21:00:00.000Z,קיוסק תא,44854,1480,,TRUE,2020
יזמות,גדות מתן,משה אברהמי - אינטרקום עינב ירום,4460,,4460,66,2020-05-23T21:00:00.000Z,שונות,20000019,16087,העברה בנקראית - 11.06.20,FALSE,2020
ביצועים,"קיוסק ת""א",גידור עירוני ט 2,2046,348,2394,66,2020-05-30T21:00:00.000Z,גידור זמני א.ס.,5239,1256,"שולם 6,618 עבור חש 5155, 5239, 5314",FALSE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 7 קיוסק,10000,1700,11700,66,2020-06-09T21:00:00.000Z,צדיק חיים,1292,1104,העברת זהב 11.06.20,FALSE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 8 קיוסק,17000,2890,19890,66,2020-06-15T21:00:00.000Z,צדיק חיים,1294,1105,העברת בנקאית 16.06.20,FALSE,2020
ביצועים,"קיוסק ת""א",אינסטלציה עבודות מזומן,2000,,2000,66,2020-06-18T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
ביצועים,ישרוטל,אלרם - מריס 670 + מדלל,1240,211,1451,65,2020-02-23T22:00:00.000Z,ישרוטל,205885,398,שולם באשראי 21.10.20,TRUE,2020
יזמות,גדות מתן,גל פרזול - דבק מראות בית 6,42,7,49,65,2020-03-11T22:00:00.000Z,גל מערכות פרזול,84755,15643,שולם באשראי סך 871 עבור חשבוניות אחרונות,TRUE,2020
יזמות,,פוינטר - 20-03,33,6,39,65,2020-03-23T22:00:00.000Z,פוניטר/קוברה,81341216,15646,,TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 1 קיוסק,20000,3400,23400,65,2020-04-21T21:00:00.000Z,צדיק חיים,1279,405,"העברה 3,400 מע""מ - השאר מזומן",TRUE,2020
יזמות,,פוינטר - 20-04,33,6,39,65,2020-04-21T21:00:00.000Z,פוניטר/קוברה,81419431,15648,,TRUE,2020
ביצועים,"קיוסק ת""א","הובלות אלישע - רגליים לקיוסק ת""א",900,153,1053,65,2020-04-29T21:00:00.000Z,הובלות אלישע,51478,406,שולם בשיק 10138 תאריך 27.07.20,TRUE,2020
ביצועים,"קיוסק ת""א",שמעון אהרוני,1884,,1884,65,2020-04-29T21:00:00.000Z,קיוסק תא,233068,409,שולם בשיק 10129,TRUE,2020
ביצועים,גדות מתן,מטבחי זיו - משפחת ירום תוספות,12000,,12000,65,2020-05-03T21:00:00.000Z,מטבחי זיו,62000147,414,תשלום עבור תוספת,TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 2 קיוסק,10000,1700,11700,65,2020-05-03T21:00:00.000Z,צדיק חיים,1280,421,העברה 05.05.20,TRUE,2020
ביצועים,גדות מתן,מטבחי זיו - ערבות בנקאית,400,,400,65,2020-05-03T21:00:00.000Z,מטבחי זיו,62000149,422,עבור ערבות,TRUE,2020
ביצועים,גדות מתן,מטבחי זיו - משפחת ירום ראשי,33600,,33600,65,2020-05-03T21:00:00.000Z,מטבחי זיו,62000148,425,תשלום ראשי,TRUE,2020
ביצועים,"קיוסק ת""א",טיפ לנהג משאית - צמנטיט,100,,100,65,2020-05-06T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
יזמות,"קיוסק ת""א",לוחות רודוב חשמל סט 2.5 + 1.5,312,53,365,65,2020-05-06T21:00:00.000Z,קיוסק תא,12383,15652,אשראי,TRUE,2020
ביצועים,"קיוסק ת""א",שרלי - חומרי בניין - 0 בלות לטיט,90,,90,65,2020-05-06T21:00:00.000Z,שרלי - חומרי בנין,445,428,מזומן,TRUE,2020
יזמות,,"גביזון - עו""ד אמא",5000,850,5850,65,2020-05-06T21:00:00.000Z,,210,15657,העברה בנקאית,TRUE,2020
ביצועים,גדות מתן,כיור וברז - עינב בית 6,1794,305,2099,65,2020-05-06T21:00:00.000Z,שונות,43028,431,כסף הועבר במזומן לעינב,TRUE,2020
ביצועים,"קיוסק ת""א",ביטוח עבודות שיפוצים,4000,,4000,65,2020-05-09T21:00:00.000Z,קיוסק תא,,492,העברה בנקאית 26.05.20,FALSE,2020
ביצועים,"קיוסק ת""א",חומר אינסטלציה-למנצור אינסטלטור,900,153,1053,65,2020-05-11T21:00:00.000Z,קיוסק תא,44639,436,אשראי,TRUE,2020
יזמות,,פרפקט ליין - ארון מראה שרותים בריכה,1017,,1017,65,2020-05-11T21:00:00.000Z,בריכה,5566696,15658,,TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 3 קיוסק,20000,3400,23400,65,2020-05-12T21:00:00.000Z,צדיק חיים,1281,443,העברה בנקאית 13.05.20,TRUE,2020
ביצועים,גדות שעריה,גידור אתר פעם שניה- שעריה,4360,741,5101,65,2020-05-13T21:00:00.000Z,שונות,1158,448,העברה ננקאית - 24.05.20,TRUE,2020
ביצועים,"קיוסק ת""א",ברוך טמבור - כלים לטייח ספוג,290,,290,65,2020-05-13T21:00:00.000Z,קיוסק תא,81691,449,,TRUE,2020
יזמות,,עטים כולל מיתוג,250,,250,65,2020-05-13T21:00:00.000Z,,5678,15661,שולם בביט חשבון הפרטי,TRUE,2020
ביצועים,"קיוסק ת""א",נגב - אריחים,1165,198,1363,65,2020-05-17T21:00:00.000Z,נגב,433004411,452,אשראי,TRUE,2020
ביצועים,,דובין - משאבה מדיח,128,22,150,65,2020-05-17T21:00:00.000Z,,3293787,455,,TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 4 קיוסק,25000,4250,29250,65,2020-05-18T21:00:00.000Z,צדיק חיים,1282,458,העברה בנקאית 20.05.20,TRUE,2020
ביצועים,"קיוסק ת""א",אינסטלציה - מסנן שמן + תעלה בני,6555,,6555,65,2020-05-19T21:00:00.000Z,קיוסק תא,447,461,שולם בשיק 10128,TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 5א קיוסק,9000,1530,10530,65,2020-05-19T21:00:00.000Z,צדיק חיים,1284,470,העברה בנקאית 26.05.20,TRUE,2020
יזמות,גדות מתן,חיפוי מטבח - עינב בית 6,876,149,1025,65,2020-05-20T21:00:00.000Z,שונות,5927,15664,כסף הועבר במזומן לעינב,TRUE,2020
ביצועים,"קיוסק ת""א",גידור עירוני ט 1,1630,277,1907,65,2020-05-23T21:00:00.000Z,גידור זמני א.ס.,5155,496,"שולם 6,618 עבור חש 5155, 5239, 5314",FALSE,2020
ביצועים,"קיוסק ת""א",איטום גג חיים פריינטה עירוני ט,7540,1282,8822,65,2020-05-25T21:00:00.000Z,קיוסק תא,1827,502,העברה בנקאית 10.06.20,FALSE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 5ב קיוסק,1000,170,1170,65,2020-05-25T21:00:00.000Z,צדיק חיים,1286,472,העברה בנקאית 26.05.20,TRUE,2020
ביצועים,"קיוסק ת""א",שרלי - חומרי בניין - 1,8997,1529,10526,65,2020-05-26T21:00:00.000Z,שרלי - חומרי בנין,100243,480,"שולם בשיק 10,000 + יתרה באשראי חשבונית הבאה",TRUE,2020
ביצועים,"קיוסק ת""א",דבק לעירוני ט (מחנות בבת-ים),156,,156,65,2020-05-26T21:00:00.000Z,קיוסק תא,481,481,,TRUE,2020
ביצועים,גדות מתן,אינסטלציה = מוט טוש + ציוד,365,,365,65,2020-05-26T21:00:00.000Z,,30241,484,,TRUE,2020
ביצועים,"קיוסק ת""א",אייל - 500 שח מזומן,500,,500,65,2020-05-30T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
ביצועים,"קיוסק ת""א",שרלי - חומרי בניין - 2,5169,879,6048,65,2020-05-30T21:00:00.000Z,שרלי - חומרי בנין,100249,491,אשראי - 01.06.20,TRUE,2020
יזמות,"קיוסק ת""א",ארכה - 20-05 ציוד לעירוני ט,1094,186,1280,65,2020-05-30T21:00:00.000Z,ארכה,420303159,15667,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",TRUE,2020
יזמות,"קיוסק ת""א",ג'יוסי - 20-05 - עירוני ט,580,99,679,65,2020-05-30T21:00:00.000Z,ג'יוסי,160280,15670,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
ביצועים,"קיוסק ת""א",בלוני גז,300,,300,65,2020-06-01T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 6 קיוסק,15000,2550,17550,65,2020-06-02T21:00:00.000Z,צדיק חיים,1288,632,העברה בנקאית 03.06.20,TRUE,2020
ביצועים,"קיוסק ת""א",דלת כניסה - אבי דלתות,2000,340,2340,65,2020-06-03T21:00:00.000Z,קיוסק תא,50048,637,העברה בנקאית = 08.06.20,TRUE,2020
יזמות,,צמחיה למשרד,342,58,400,65,2020-06-07T21:00:00.000Z,,1750,16105,אשראי,TRUE,2020
יזמות,,צמחיה מלאכותית,243,41,284,65,2020-06-07T21:00:00.000Z,,4017,16171,,TRUE,2020
יזמות,,ספרינטגרף - הדפסה יהוד,74,,74,65,2020-06-09T21:00:00.000Z,,322039,16175,שולם בכרטיס אשראי הפרטי,FALSE,2020
יזמות,גדות מתן,ג'יוסי - 20-01,6852,1165,8017,64,2020-01-29T22:00:00.000Z,ג'יוסי,158612,15391,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
יזמות,גדות שעריה,"תשלום יתרה למגרש פ""ת",15484445,2632356,18116801,64,2020-02-01T22:00:00.000Z,מגרש,4889040,,,TRUE,2020
ביצועים,ישרוטל,ליעד- דבק קרמיקה,140,24,164,64,2020-02-18T22:00:00.000Z,ישרוטל,73714,267,,TRUE,2020
יזמות,,פוינטר - 20-02,33,6,39,64,2020-02-22T22:00:00.000Z,פוניטר/קוברה,62069,15397,,TRUE,2020
יזמות,גדות מתן,גל פרזול עמודונים בית 6,528,90,618,64,2020-02-24T22:00:00.000Z,גל מערכות פרזול,84194,15398,שולם באשראי סך 871 עבור חשבוניות אחרונות,TRUE,2020
יזמות,גדות מתן,ארכה - 20-02 תאורה בית 6,118,20,138,64,2020-02-26T22:00:00.000Z,ארכה,20301197,15401,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",TRUE,2020
ביצועים,ישרוטל,חשמלית עוז - חומרים לישרוטל,5399,918,6317,64,2020-02-27T22:00:00.000Z,חשמלית עוז,147971,270,העברה בנקאית - 11.05.20,TRUE,2020
יזמות,ישרוטל,מעודד - 20-02 - חומרים +דבק לישרוטל,575,98,673,64,2020-02-27T22:00:00.000Z,מעודד צבעים,5047034,15404,כ. אשראי - 27.04.20 חשבוניות 5047034-5047895,TRUE,2020
ביצועים,ישרוטל,שי תותחני - עגלה פסול חומרי בנין,1400,238,1638,64,2020-02-27T22:00:00.000Z,ישרוטל,773,273,,TRUE,2020
יזמות,גדות מתן,ג'יוסי - 20-02,1050,178,1228,64,2020-02-28T22:00:00.000Z,ג'יוסי,159047,15407,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
יזמות,גדות מתן,בדיקת מתקן בית 6,450,77,527,64,2020-03-02T22:00:00.000Z,שונות,80333171,15410,,TRUE,2020
יזמות,גדות מתן,משה אברהמי - אינטרקום דודי,2320,,2320,64,2020-03-07T22:00:00.000Z,שונות,20000011,15417,העברה בנקאית - 17.03.20,TRUE,2020
יזמות,,בזק - 20-02,93,16,109,64,2020-03-08T22:00:00.000Z,בזק,443367090,15418,,TRUE,2020
ביצועים,,"אלעד - גמ""ח עבור ג2",4500,765,5265,64,2020-03-12T22:00:00.000Z,,758,276,,TRUE,2020
יזמות,,צמיגים,598,102,700,64,2020-03-14T22:00:00.000Z,,87161,15426,,TRUE,2020
יזמות,גדות מתן,אחמד 0= - תשלום אחרון,20000,3400,23400,64,2020-03-15T22:00:00.000Z,אחמד חשמל,1097,16024,"העברה 7,800 (29.03.20 + 20.04.20 + 07.05.20)",TRUE,2020
יזמות,,פרטנר,290,,290,64,2020-03-18T22:00:00.000Z,פרטנר,739210320,15427,,TRUE,2020
יזמות,גדות מתן,שי לוזון - תשלום 10,8118,,8118,64,2020-03-21T22:00:00.000Z,"עו""ד שי לוזון",1471,15435,העברה בנקאית 18.03.20,TRUE,2020
יזמות,,טלפון מיכל,785,134,919,64,2020-03-30T21:00:00.000Z,,3495,15466,שולם בכרטיס אשראי פרטי,TRUE,2020
יזמות,גדות מתן,ג'יוסי - 20-03,2262,385,2647,64,2020-03-30T21:00:00.000Z,ג'יוסי,159536,15439,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
יזמות,גדות מתן,מעודד - 20-03,572,97,669,64,2020-03-30T21:00:00.000Z,מעודד צבעים,5047895,15442,כ. אשראי - 27.04.20 חשבוניות 5047034-5047895,TRUE,2020
ביצועים,,בדק בית - חומרים,59,,59,64,2020-04-04T21:00:00.000Z,,341113,283,,TRUE,2020
